# W_Value Elastic Inelastic
1.00000000e+01	nan	nan
1.02317577e+01	nan	nan
1.04688866e+01	nan	nan
1.07115112e+01	nan	nan
1.09597588e+01	nan	nan
1.12137597e+01	nan	nan
1.14736472e+01	nan	nan
1.17395579e+01	nan	nan
1.20116312e+01	nan	nan
1.22900101e+01	nan	nan
1.25748406e+01	nan	nan
1.28662722e+01	nan	nan
1.31644581e+01	nan	nan
1.34695546e+01	nan	nan
1.37817219e+01	nan	nan
1.41011240e+01	nan	nan
1.44279285e+01	nan	nan
1.47623069e+01	nan	nan
1.51044348e+01	nan	nan
1.54544917e+01	nan	nan
1.58126615e+01	nan	nan
1.61791322e+01	nan	nan
1.65540961e+01	nan	nan
1.69377501e+01	nan	nan
1.73302956e+01	nan	nan
1.77319386e+01	nan	nan
1.81428900e+01	nan	nan
1.85633655e+01	nan	nan
1.89935859e+01	nan	nan
1.94337770e+01	nan	nan
1.98841698e+01	nan	nan
2.03450008e+01	nan	nan
2.08165120e+01	nan	nan
2.12989507e+01	nan	nan
2.17925704e+01	nan	nan
2.22976301e+01	nan	nan
2.28143949e+01	nan	nan
2.33431362e+01	nan	nan
2.38841315e+01	nan	nan
2.44376647e+01	nan	nan
2.50040265e+01	nan	nan
2.55835142e+01	nan	nan
2.61764319e+01	nan	nan
2.67830910e+01	nan	nan
2.74038098e+01	nan	nan
2.80389144e+01	nan	nan
2.86887379e+01	nan	nan
2.93536216e+01	nan	nan
3.00339145e+01	nan	nan
3.07299737e+01	nan	nan
3.14421647e+01	nan	nan
3.21708612e+01	nan	nan
3.29164458e+01	nan	nan
3.36793099e+01	nan	nan
3.44598540e+01	nan	nan
3.52584878e+01	nan	nan
3.60756305e+01	nan	nan
3.69117112e+01	nan	nan
3.77671687e+01	nan	nan
3.86424520e+01	nan	nan
3.95380208e+01	nan	nan
4.04543450e+01	nan	nan
4.13919058e+01	nan	nan
4.23511952e+01	nan	nan
4.33327170e+01	nan	nan
4.43369862e+01	nan	nan
4.53645302e+01	nan	nan
4.64158883e+01	nan	nan
4.74916125e+01	nan	nan
4.85922674e+01	nan	nan
4.97184308e+01	nan	nan
5.08706939e+01	nan	nan
5.20496616e+01	nan	nan
5.32559528e+01	nan	nan
5.44902008e+01	nan	nan
5.57530533e+01	nan	nan
5.70451735e+01	nan	nan
5.83672396e+01	nan	nan
5.97199455e+01	nan	nan
6.11040015e+01	nan	nan
6.25201340e+01	nan	nan
6.39690866e+01	nan	nan
6.54516197e+01	nan	nan
6.69685116e+01	nan	nan
6.85205587e+01	nan	nan
7.01085757e+01	nan	nan
7.17333962e+01	nan	nan
7.33958732e+01	nan	nan
7.50968794e+01	nan	nan
7.68373077e+01	nan	nan
7.86180718e+01	nan	nan
8.04401065e+01	nan	nan
8.23043682e+01	nan	nan
8.42118357e+01	nan	nan
8.61635102e+01	nan	nan
8.81604162e+01	nan	nan
9.02036021e+01	nan	nan
9.22941404e+01	nan	nan
9.44331286e+01	nan	nan
9.66216894e+01	nan	nan
9.88609719e+01	nan	nan
1.01152151e+02	nan	nan
1.03496431e+02	nan	nan
1.05895041e+02	nan	nan
1.08349240e+02	nan	nan
1.10860318e+02	nan	nan
1.13429592e+02	nan	nan
1.16058410e+02	nan	nan
